Name,Link,Year,GRAPHICS PROCESSOR,CORES,TMUS,ROPS,MEMORY SIZE,MEMORY TYPE,BUS WIDTH,GPU Name,GPU Variant,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Production,Launch Price,GPU Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,Pixel Rate,Texture Rate,FP32 (float) performance,Length,Width,Height,Weight,TDP,Outputs,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,Bus Interface,Reviews,L1 Cache,L2 Cache,Slot Width,Suggested PSU,Power Connectors,Predecessor,Successor,FP64 (double) performance,Board Number,Base Clock,Boost Clock,PIXEL SHADERS,VERTEX SHADERS,Pixel Shaders,Vertex Shaders,Vertex Rate,Pixel Shader,Vertex Shader,Part Number
ES1000,https://www.techpowerup.com/gpu-specs/es1000.c2102,2007,ES1000,,3,1,System Shared,System Shared,System Shared,ES1000,,Rage 6,,180 nm,8 million,80 mm²,"Oct 18th, 2007","Radeon IGP
(ES)",End-of-life,,200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,3,1,,200.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,6.0,1.0,N/A,N/A,,PCI,,,,IGP,,,,,,,,,N/A,N/A,0,0,,N/A,N/A,
FireGL V3600,https://www.techpowerup.com/gpu-specs/firegl-v3600.c696,2007,RV630,120,8,4,256 MB,DDR2,128 bit,RV630,RV630 GL,TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","FireGL
(Vx600)",End-of-life,299 USD,600 MHz,"500 MHz
1000 Mbps effective",256 MB,DDR2,128 bit,16.00 GB/s,120,8,4,3,2.400 GPixel/s,4.800 GTexel/s,144.0 GFLOPS,,,,,73 W,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,5 in our database,,64 KB,Single-slot,250 W,None,,,,B149-31,,,,,,,,,,
FireGL V5600,https://www.techpowerup.com/gpu-specs/firegl-v5600.c849,2007,RV630,120,8,4,512 MB,GDDR4,128 bit,RV630,RV630 GL,TeraScale,TSMC,65 nm,390 million,153 mm²,"Aug 6th, 2007","FireGL
(Vx600)",End-of-life,599 USD,800 MHz,"1100 MHz
2.2 Gbps effective",512 MB,GDDR4,128 bit,35.20 GB/s,120,8,4,3,3.200 GPixel/s,6.400 GTexel/s,192.0 GFLOPS,,,,,89 W,2x DVI,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,5 in our database,,64 KB,Single-slot,250 W,None,,,,,,,,,,,,,,
FireGL V7600,https://www.techpowerup.com/gpu-specs/firegl-v7600.c855,2007,R600,320,16,16,512 MB,GDDR3,256 bit,R600,R600 GL,TeraScale,TSMC,80 nm,720 million,420 mm²,"Aug 6th, 2007","FireGL
(Vx600)",End-of-life,999 USD,600 MHz,"800 MHz
1600 Mbps effective",512 MB,GDDR3,256 bit,51.20 GB/s,320,16,16,4,9.600 GPixel/s,9.600 GTexel/s,384.0 GFLOPS,"254 mm
10 inches","111 mm
4.4 inches",,,127 W,"2x DVI
1x S-Video",10.0 (10_0),"3.3 (full)
4.0 (partial)",N/A,N/A,4.0,PCIe 1.0 x16,5 in our database,,128 KB,Dual-slot,300 W,1x 8-pin,,,,B002-31,,,,,,,,,,
FireGL V7700,https://www.techpowerup.com/gpu-specs/firegl-v7700.c691,2007,RV670,320,16,16,512 MB,GDDR4,256 bit,RV670,RV670 GL,TeraScale,TSMC,55 nm,666 million,192 mm²,"Nov 19th, 2007","FireGL
(Vx700)",End-of-life,899 USD,777 MHz,"1126 MHz
2.3 Gbps effective",512 MB,GDDR4,256 bit,72.06 GB/s,320,16,16,4,12.43 GPixel/s,12.43 GTexel/s,497.3 GFLOPS,"254 mm
10 inches","111 mm
4.4 inches",,,unknown,"1x DVI
1x DisplayPort
1x S-Video",10.1 (10_1),"3.3 (full)
4.0 (partial)",N/A,N/A,4.1,PCIe 2.0 x16,5 in our database,,256 KB,Dual-slot,200 W,1x 6-pin,,,99.46 GFLOPS (1:5),B439,,,,,,,,,,
FireGL V8600,https://www.techpowerup.com/gpu-specs/firegl-v8600.c689,2007,R600,320,16,16,1024 MB,GDDR4,512 bit,R600,R600 V8600,TeraScale,TSMC,80 nm,720 million,420 mm²,"May 14th, 2007","FireGL
(Vx600)",End-of-life,"1,899 USD",688 MHz,"868 MHz
1736 Mbps effective",1024 MB,GDDR4,512 bit,111.1 GB/s,320,16,16,4,11.01 GPixel/s,11.01 GTexel/s,440.3 GFLOPS,"254 mm
10 inches","111 mm
4.4 inches",,,159 W,"1x DVI
1x DisplayPort
1x S-Video",10.0 (10_0),"3.3 (full)
4.0 (partial)",N/A,N/A,4.0,PCIe 1.0 x16,5 in our database,,256 KB,Dual-slot,450 W,1x 6-pin + 1x 8-pin,,,,B313,,,,,,,,,,
FireGL V8650,https://www.techpowerup.com/gpu-specs/firegl-v8650.c690,2007,R600,320,16,16,2 GB,GDDR4,512 bit,R600,"R600 V8650
(215RGIDKA13FG)",TeraScale,TSMC,80 nm,720 million,420 mm²,"Aug 6th, 2007","FireGL
(Vx600)",End-of-life,"2,799 USD",688 MHz,"868 MHz
1736 Mbps effective",2 GB,GDDR4,512 bit,111.1 GB/s,320,16,16,4,11.01 GPixel/s,11.01 GTexel/s,440.3 GFLOPS,"254 mm
10 inches","111 mm
4.4 inches",,,unknown,"2x DVI
1x S-Video",10.0 (10_0),"3.3 (full)
4.0 (partial)",N/A,N/A,4.0,PCIe 1.0 x16,5 in our database,,256 KB,Dual-slot,200 W,1x 6-pin + 1x 8-pin,,,,B313,,,,,,,,,,
FireMV 2250,https://www.techpowerup.com/gpu-specs/firemv-2250.c573,2007,RV516,,4,4,256 MB,DDR2,128 bit,RV516,,R500,UMC,80 nm,107 million,100 mm²,2007,"FireMV Multi-View
(2000)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,128 bit,12.80 GB/s,,4,4,,2.400 GPixel/s,2.400 GTexel/s,,"170 mm
6.7 inches","69 mm
2.7 inches","23 mm
0.9 inches",,32 W,"1x S-Video
1x DMS-59",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,,,,Single-slot,200 W,None,,,,A924-31,,,4,2,4,2,300.0 MVertices/s,,,
FireMV 2250 PCIe x1,https://www.techpowerup.com/gpu-specs/firemv-2250-pcie-x1.c3095,2007,RV516,,4,4,256 MB,DDR2,128 bit,RV516,,R500,UMC,80 nm,107 million,100 mm²,2007,"FireMV Multi-View
(2000)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,128 bit,12.80 GB/s,,4,4,,2.400 GPixel/s,2.400 GTexel/s,,"170 mm
6.7 inches","69 mm
2.7 inches",,,32 W,"1x S-Video
1x DMS-59",9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x1,,,,Single-slot,200 W,None,,,,B152-31,,,4,2,4,2,300.0 MVertices/s,,,
Mobility FireGL V5250,https://www.techpowerup.com/gpu-specs/mobility-firegl-v5250.c1666,2007,M66,,12,12,256 MB,GDDR3,128 bit,M66,M66 GL,R500,TSMC,90 nm,157 million,150 mm²,2007,"Mobility FireGL
(V5xxx)",End-of-life,,450 MHz,"350 MHz
700 Mbps effective",256 MB,GDDR3,128 bit,11.20 GB/s,,12,12,,5.400 GPixel/s,5.400 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,,,,,,,12,5,12,5,562.5 MVertices/s,,,
Mobility FireGL V5600,https://www.techpowerup.com/gpu-specs/mobility-firegl-v5600.c1667,2007,M76,120,8,4,256 MB,GDDR3,128 bit,M76,M76 GL,TeraScale,TSMC,65 nm,390 million,153 mm²,"May 14th, 2007","Mobility FireGL
(V5xxx)",End-of-life,,500 MHz,"400 MHz
800 Mbps effective",256 MB,GDDR3,128 bit,12.80 GB/s,120,8,4,3,2.000 GPixel/s,4.000 GTexel/s,120.0 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 2.0 x16,2 in our database,,64 KB,,,,,,,,,,,,,,,,,
Mobility Radeon HD 2300,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2300.c1614,2007,M71,,4,4,128 MB,DDR2,128 bit,M71,,R500,TSMC,80 nm,107 million,100 mm²,"Mar 1st, 2007","M7x
(Mobility HD 2000)",End-of-life,,480 MHz,"400 MHz
800 Mbps effective",128 MB,DDR2,128 bit,12.80 GB/s,,4,4,,1.920 GPixel/s,1.920 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M6x,M8x,,,,,4,2,4,2,240.0 MVertices/s,,,
Mobility Radeon HD 2400,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2400.c1616,2007,M72,40,4,4,256 MB,DDR2,64 bit,M72,M72-S,TeraScale,TSMC,65 nm,180 million,85 mm²,"May 14th, 2007","M7x
(Mobility HD 2000)",End-of-life,,450 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,1.800 GPixel/s,1.800 GTexel/s,36.00 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,2 in our database,,32 KB,,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2400 XT,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2400-xt.c1615,2007,M74,40,4,4,256 MB,DDR2,64 bit,M74,,TeraScale,TSMC,65 nm,180 million,82 mm²,"May 14th, 2007","M7x
(Mobility HD 2000)",End-of-life,,600 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,2.400 GPixel/s,2.400 GTexel/s,48.00 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,2 in our database,,32 KB,,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2400 XT Mac Edition,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2400-xt-mac-edition.c2255,2007,M74,40,4,4,128 MB,GDDR3,64 bit,M74,M74-M,TeraScale,TSMC,65 nm,180 million,82 mm²,"Jun 28th, 2007","M7x
(Mobility HD 2000)",End-of-life,,650 MHz,"800 MHz
1600 Mbps effective",128 MB,GDDR3,64 bit,12.80 GB/s,40,4,4,2,2.600 GPixel/s,2.600 GTexel/s,52.00 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,2 in our database,,32 KB,,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2600,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2600.c1619,2007,M76,120,8,4,256 MB,DDR2,128 bit,M76,,TeraScale,TSMC,65 nm,390 million,153 mm²,"May 14th, 2007","M7x
(Mobility HD 2000)",End-of-life,,500 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,128 bit,12.80 GB/s,120,8,4,3,2.000 GPixel/s,4.000 GTexel/s,120.0 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,MXM-II,2 in our database,,64 KB,MXM Module,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2600 XT,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2600-xt.c1620,2007,M76,120,8,4,256 MB,GDDR3,128 bit,M76,M76 XT,TeraScale,TSMC,65 nm,390 million,153 mm²,"May 14th, 2007","M7x
(Mobility HD 2000)",End-of-life,,680 MHz,"750 MHz
1500 Mbps effective",256 MB,GDDR3,128 bit,24.00 GB/s,120,8,4,3,2.720 GPixel/s,5.440 GTexel/s,163.2 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,MXM-II,2 in our database,,64 KB,MXM Module,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2600 XT Mac Edition,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2600-xt-mac-edition.c2253,2007,M76,120,8,4,256 MB,GDDR3,128 bit,M76,M76 XT,TeraScale,TSMC,65 nm,390 million,153 mm²,"Jul 26th, 2007","M7x
(Mobility HD 2000)",End-of-life,,600 MHz,"685 MHz
1370 Mbps effective",256 MB,GDDR3,128 bit,21.92 GB/s,120,8,4,3,2.400 GPixel/s,4.800 GTexel/s,144.0 GFLOPS,,,,,unknown,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,MXM-II,2 in our database,,64 KB,MXM Module,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon HD 2700,https://www.techpowerup.com/gpu-specs/mobility-radeon-hd-2700.c1621,2007,M76,120,8,4,256 MB,GDDR3,128 bit,M76,,TeraScale,TSMC,65 nm,390 million,153 mm²,"Dec 12th, 2007","M7x
(Mobility HD 2000)",End-of-life,,700 MHz,"700 MHz
1400 Mbps effective",256 MB,GDDR3,128 bit,22.40 GB/s,120,8,4,3,2.800 GPixel/s,5.600 GTexel/s,168.0 GFLOPS,,,,,35 W,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,MXM-II,2 in our database,,64 KB,MXM Module,,,M6x,M8x,,,,,,,,,,,,
Mobility Radeon X1600 Mac Edition,https://www.techpowerup.com/gpu-specs/mobility-radeon-x1600-mac-edition.c2336,2007,M56,,4,4,128 MB,GDDR3,128 bit,M56,,R500,TSMC,90 nm,157 million,150 mm²,"Nov 8th, 2007","M5x
(Mobility X1)",End-of-life,,398 MHz,"396 MHz
792 Mbps effective",128 MB,GDDR3,128 bit,12.67 GB/s,,4,4,,1.592 GPixel/s,1.592 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M2x,M6x,,,,,12,5,12,5,497.5 MVertices/s,,,
Mobility Radeon X1900,https://www.techpowerup.com/gpu-specs/mobility-radeon-x1900.c1607,2007,M68,,12,12,256 MB,GDDR3,256 bit,M68,,R500,TSMC,80 nm,384 million,230 mm²,"Jan 11th, 2007","M6x
(Mobility X1)",End-of-life,,400 MHz,"480 MHz
960 Mbps effective",256 MB,GDDR3,256 bit,30.72 GB/s,,12,12,,4.800 GPixel/s,4.800 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M5x,M7x,,,,,36,8,36,8,800.0 MVertices/s,,,
Mobility Radeon X2300,https://www.techpowerup.com/gpu-specs/mobility-radeon-x2300.c1612,2007,M64,,4,4,64 MB,DDR2,64 bit,M64,M64-M,R500,UMC,80 nm,107 million,100 mm²,"Mar 1st, 2007","M6x
(Mobility X2)",End-of-life,,479 MHz,"392 MHz
784 Mbps effective",64 MB,DDR2,64 bit,6.272 GB/s,,4,4,,1.916 GPixel/s,1.916 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M5x,M7x,,,,,4,2,4,2,239.5 MVertices/s,,,
Mobility Radeon X2300,https://www.techpowerup.com/gpu-specs/mobility-radeon-x2300.c2266,2007,M64,,4,4,128 MB,GDDR3,64 bit,M64,M64-S,R500,UMC,80 nm,107 million,100 mm²,"Mar 1st, 2007","M6x
(Mobility X2)",End-of-life,,479 MHz,"446 MHz
892 Mbps effective",128 MB,GDDR3,64 bit,7.136 GB/s,,4,4,,1.916 GPixel/s,1.916 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M5x,M7x,,,,,4,2,4,2,239.5 MVertices/s,,,
Mobility Radeon X2300 HD,https://www.techpowerup.com/gpu-specs/mobility-radeon-x2300-hd.c2242,2007,M71,,4,4,256 MB,DDR2,32 bit,M71,,R500,TSMC,80 nm,107 million,100 mm²,"Mar 1st, 2007","M7x
(Mobility X2)",End-of-life,,479 MHz,"378 MHz
756 Mbps effective",256 MB,DDR2,32 bit,3.024 GB/s,,4,4,,1.916 GPixel/s,1.916 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M6x,M8x,,,,,4,2,4,2,239.5 MVertices/s,,,
Mobility Radeon X2500,https://www.techpowerup.com/gpu-specs/mobility-radeon-x2500.c1613,2007,M66,,4,4,256 MB,DDR2,128 bit,M66,,R500,TSMC,90 nm,157 million,150 mm²,"Jun 1st, 2007","M6x
(Mobility X2)",End-of-life,,460 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,128 bit,12.80 GB/s,,4,4,,1.840 GPixel/s,1.840 GTexel/s,,,,,,unknown,No outputs,9.0c (9_3),2.1,N/A,N/A,3.0,PCIe 1.0 x16,2 in our database,,,,,,M5x,M7x,,,,,12,5,12,5,575.0 MVertices/s,,,
Radeon E2400,https://www.techpowerup.com/gpu-specs/radeon-e2400.c1739,2007,RV610,40,4,4,128 MB,GDDR3,64 bit,RV610,,TeraScale,TSMC,65 nm,180 million,85 mm²,"Jun 28th, 2007","Embedded
(2000)",End-of-life,,600 MHz,"700 MHz
1400 Mbps effective",128 MB,GDDR3,64 bit,11.20 GB/s,40,4,4,2,2.400 GPixel/s,2.400 GTexel/s,48.00 GFLOPS,,,,,25 W,No outputs,10.0 (10_0),3.3,N/A,N/A,4.0,MXM-II,,,32 KB,IGP,,,,,,,,,,,,,,,,
Radeon HD 2350 PRO,https://www.techpowerup.com/gpu-specs/radeon-hd-2350-pro.c221,2007,RV610,40,4,4,256 MB,DDR2,64 bit,RV610,,TeraScale,TSMC,65 nm,180 million,85 mm²,2007,"Radeon R600
(HD 2400)",End-of-life,,525 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,2.100 GPixel/s,2.100 GTexel/s,42.00 GFLOPS,,,,,20 W,"1x DVI
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,,,32 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,B170,,,,,,,,,,
Radeon HD 2400 PRO,https://www.techpowerup.com/gpu-specs/radeon-hd-2400-pro.c997,2007,RV610,40,4,4,256 MB,DDR2,64 bit,RV610,"RV610 LE
(215LKCAKA14FG)",TeraScale,TSMC,65 nm,180 million,85 mm²,"Jun 28th, 2007","Radeon R600
(HD 2400)",End-of-life,,525 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,2.100 GPixel/s,2.100 GTexel/s,42.00 GFLOPS,,,,,20 W,"1x DVI
1x VGA
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,32 in our database,,32 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,B169,,,,,,,,,,
Radeon HD 2400 PRO AGP,https://www.techpowerup.com/gpu-specs/radeon-hd-2400-pro-agp.c431,2007,RV610,40,4,4,256 MB,DDR2,64 bit,RV610,"RV610 LE
(215LKCAKA14FG)",TeraScale,TSMC,65 nm,180 million,85 mm²,"Jun 28th, 2007","Radeon R600
(HD 2400)",End-of-life,,525 MHz,"400 MHz
800 Mbps effective",256 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,2.100 GPixel/s,2.100 GTexel/s,42.00 GFLOPS,,,,,20 W,"1x DVI
1x VGA
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,AGP 8x,32 in our database,,32 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2400 PRO PCI,https://www.techpowerup.com/gpu-specs/radeon-hd-2400-pro-pci.c428,2007,RV610,40,4,4,512 MB,DDR2,64 bit,RV610,"RV610 LE
(215LKCAKA14FG)",TeraScale,TSMC,65 nm,180 million,85 mm²,"Jun 28th, 2007","Radeon R600
(HD 2400)",End-of-life,,525 MHz,"400 MHz
800 Mbps effective",512 MB,DDR2,64 bit,6.400 GB/s,40,4,4,2,2.100 GPixel/s,2.100 GTexel/s,42.00 GFLOPS,,,,,20 W,1x DVI,10.0 (10_0),3.3,N/A,N/A,4.0,PCI,32 in our database,,32 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2400 XT,https://www.techpowerup.com/gpu-specs/radeon-hd-2400-xt.c194,2007,RV610,40,4,4,256 MB,GDDR3,64 bit,RV610,"RV610 PRO
(215LKCAKA14FG)",TeraScale,TSMC,65 nm,180 million,85 mm²,"Jun 28th, 2007","Radeon R600
(HD 2400)",End-of-life,,650 MHz,"500 MHz
1000 Mbps effective",256 MB,GDDR3,64 bit,8.000 GB/s,40,4,4,2,2.600 GPixel/s,2.600 GTexel/s,52.00 GFLOPS,,,,,25 W,"1x DVI
1x VGA
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,32 in our database,,32 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,B276,,,,,,,,,,
Radeon HD 2600 PRO,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-pro.c212,2007,RV630,120,8,4,256 MB,DDR2,128 bit,RV630,"RV630 PRO
(215CDBBKA15FG)",TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,,600 MHz,"500 MHz
1000 Mbps effective",256 MB,DDR2,128 bit,16.00 GB/s,120,8,4,3,2.400 GPixel/s,4.800 GTexel/s,144.0 GFLOPS,,,,,35 W,"2x DVI
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,82 in our database,,64 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,B148,,,,,,,,,,
Radeon HD 2600 PRO AGP,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-pro-agp.c1001,2007,RV630,120,8,4,512 MB,DDR2,128 bit,RV630,"RV630 PRO
(215CDBBKA15FG)",TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,,594 MHz,"396 MHz
792 Mbps effective",512 MB,DDR2,128 bit,12.67 GB/s,120,8,4,3,2.376 GPixel/s,4.752 GTexel/s,142.6 GFLOPS,,,,,35 W,"1x DVI
1x VGA
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,AGP 8x,82 in our database,,64 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,B149,,,,,,,,,,
Radeon HD 2600 XT,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-xt.c193,2007,RV630,120,8,4,256 MB,GDDR3,128 bit,RV630,,TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,199 USD,800 MHz,"700 MHz
1400 Mbps effective",256 MB,GDDR3,128 bit,22.40 GB/s,120,8,4,3,3.200 GPixel/s,6.400 GTexel/s,192.0 GFLOPS,,,,,45 W,"2x DVI
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,82 in our database,,64 KB,Single-slot,200 W,None,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2600 XT,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-xt.c1007,2007,RV630,120,8,4,256 MB,GDDR4,128 bit,RV630,"RV630 XT
(215CDABKA15FG)",TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,199 USD,800 MHz,"1100 MHz
2.2 Gbps effective",256 MB,GDDR4,128 bit,35.20 GB/s,120,8,4,3,3.200 GPixel/s,6.400 GTexel/s,192.0 GFLOPS,,,,,50 W,"2x DVI
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,82 in our database,,64 KB,Single-slot,250 W,None,Radeon R500 PCIe,Radeon R700,,B101,,,,,,,,,,
Radeon HD 2600 XT AGP,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-xt-agp.c316,2007,RV630,120,8,4,256 MB,GDDR3,128 bit,RV630,"RV630 XT
(215CDABKA15FG)",TeraScale,TSMC,65 nm,390 million,153 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,,800 MHz,"800 MHz
1600 Mbps effective",256 MB,GDDR3,128 bit,25.60 GB/s,120,8,4,3,3.200 GPixel/s,6.400 GTexel/s,192.0 GFLOPS,,,,,45 W,"1x DVI
1x VGA
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,AGP 8x,82 in our database,,64 KB,Single-slot,200 W,1x 6-pin,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2600 XT AGP,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-xt-agp.c2270,2007,RV635,120,8,4,256 MB,DDR2,128 bit,RV635,,TeraScale,TSMC,55 nm,378 million,135 mm²,"Jun 28th, 2007","Radeon R600
(HD 2600)",End-of-life,,722 MHz,"405 MHz
810 Mbps effective",256 MB,DDR2,128 bit,12.96 GB/s,120,8,4,3,2.888 GPixel/s,5.776 GTexel/s,173.3 GFLOPS,,,,,45 W,"1x DVI
1x VGA
1x S-Video",10.1 (10_1),3.3,N/A,N/A,4.1,AGP 8x,82 in our database,,128 KB,Single-slot,200 W,1x 6-pin,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2600 XT X2,https://www.techpowerup.com/gpu-specs/radeon-hd-2600-xt-x2.c1005,2007,RV630 x2,120 x2,8 x2,4 x2,512 MB x2,GDDR3,128 bit x2,RV630,,TeraScale,TSMC,65 nm,390 million,153 mm²,"Jul 26th, 2007","Radeon R600
(HD 2600)",End-of-life,,800 MHz,"800 MHz
1600 Mbps effective",512 MB,GDDR3,128 bit,25.60 GB/s,120,8,4,3,3.200 GPixel/s,6.400 GTexel/s,192.0 GFLOPS,,,,,unknown,"4x DVI
1x S-Video",10.0 (10_0),3.3,N/A,N/A,4.0,PCIe 1.0 x16,82 in our database,,64 KB,Dual-slot,200 W,1x 6-pin,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
Radeon HD 2900 GT,https://www.techpowerup.com/gpu-specs/radeon-hd-2900-gt.c220,2007,R600,240,12,12,256 MB,GDDR3,256 bit,R600,"R600 GT
(215RGFDKA13FG)",TeraScale,TSMC,80 nm,720 million,420 mm²,"Nov 6th, 2007","Radeon R600
(HD 2900)",End-of-life,,601 MHz,"800 MHz
1600 Mbps effective",256 MB,GDDR3,256 bit,51.20 GB/s,240,12,12,3,7.212 GPixel/s,7.212 GTexel/s,288.5 GFLOPS,,,,,150 W,"2x DVI
1x S-Video",10.0 (10_0),"3.3 (full)
4.0 (partial)",N/A,N/A,4.0,PCIe 1.0 x16,63 in our database,,128 KB,Dual-slot,450 W,1x 8-pin,Radeon R500 PCIe,Radeon R700,,B002,,,,,,,,,,
Radeon HD 2900 PRO,https://www.techpowerup.com/gpu-specs/radeon-hd-2900-pro.c434,2007,R600,320,16,16,512 MB,GDDR3,256 bit,R600,"R600 PRO
(215RGMDKA13FG)",TeraScale,TSMC,80 nm,720 million,420 mm²,"Dec 12th, 2007","Radeon R600
(HD 2900)",End-of-life,,600 MHz,"800 MHz
1600 Mbps effective",512 MB,GDDR3,256 bit,51.20 GB/s,320,16,16,4,9.600 GPixel/s,9.600 GTexel/s,384.0 GFLOPS,"241 mm
9.5 inches",,,,200 W,"2x DVI
1x S-Video",10.0 (10_0),"3.3 (full)
4.0 (partial)",N/A,N/A,4.0,PCIe 1.0 x16,63 in our database,,128 KB,Dual-slot,550 W,1x 8-pin,Radeon R500 PCIe,Radeon R700,,,,,,,,,,,,
